time,prey,predator
0.0,1.0,0.5
0.1,1.0997377306849425,0.48573206473723807
0.2,1.209592979096424,0.47192069119299535
0.3,1.3306023264356268,0.4585549200596301
0.4,1.4639105749870744,0.44562431243881157
0.5,1.6107795299617478,0.43311894948523494
0.6,1.7725993649675449,0.42102944758437283
0.7,1.9509093004169524,0.4093469553951107
0.8,2.147403722353339,0.3980631518867417
0.9,2.363950024196621,0.38717026720982356
1.0,2.602606142848573,0.3766611150794465
1.1,2.8656555423302286,0.3665290926890842
1.2,3.1556119651690047,0.35676818038653574
1.3,3.475240115161651,0.34737296087274344
1.4,3.8275851551399462,0.3383386971606993
1.5,4.216014488138698,0.32966137581856386
1.6,4.644269509120491,0.32133772767326485
1.7,5.116466114490072,0.3133652280680753
1.8,5.6371072171860925,0.3057421153004748
1.9,6.211185798780672,0.2984675773322854
2.0,6.844167589609735,0.2915417923052256
2.1,7.542150594179164,0.28496614370878304
2.2,8.311893333889174,0.27874325832930263
2.3,9.16081484703425,0.2728770062499868
2.4,10.097000208794688,0.26737251868498735
2.5,11.129442039030122,0.2622368766432678
2.6,12.267958274670136,0.2574786363202577
2.7,13.523463202730225,0.2531088680672811
2.8,14.908119178323496,0.24914168653837881
2.9,16.435336624660508,0.24559425069030838
3.0,18.119774033049442,0.24248676378254408
3.1,19.977347064859057,0.23984256707769921
3.2,22.025809247437714,0.23769248477642474
3.3,24.2845379663018,0.236067943871017
3.4,26.7749982165426,0.23500779909972655
3.5,29.521117585639956,0.2345628930354367
3.6,32.54928625346223,0.23479605608566337
3.7,35.88835699226663,0.23578210649255532
3.8,39.56964516669855,0.23760785033289367
3.9,43.627026988052194,0.24038091576311152
4.0,48.09822805675237,0.24426437544800642
4.1,53.02483010696395,0.2493603256065084
4.2,58.452662557309864,0.2558327558884445
4.3,64.43195929221223,0.2639331398731782
4.4,71.01735866189311,0.27400043506961125
4.5,78.26790348237397,0.28646108291618216
4.6,86.2470410354756,0.30182900878086616
4.7,95.02262306881872,0.3207056219611767
4.8,104.65541748774247,0.34495338006371185
4.9,115.23087719861044,0.3751485744288578
5.0,126.8498385633081,0.4112222956293568
5.1,139.60312499523423,0.45471690365540113
5.2,153.5715469175361,0.5087860317813107
5.3,168.82590176311103,0.5781945865655516
5.4,185.4269739746054,0.6693187478507219
5.5,203.4255350044137,0.7901459687635488
5.6,222.8623433146809,0.9502749757149054
5.7,243.62647011845536,1.1720008472863748
5.8,265.7179496823177,1.470650388339032
5.9,289.00162924444214,1.871826352764984
6.0,312.85028760502917,2.4382799159395905
6.1,336.1444838884585,3.269922232434282
6.2,357.2725575432907,4.503824436016732
6.3,374.1274040522377,6.314338341003443
6.4,383.43385789073704,8.95507182849106
6.5,380.4804335829374,12.758853493276659
6.6,361.09520041135164,17.96224979680954
6.7,322.66444392912194,24.60962529562061
6.8,268.85642557970283,32.10704709565914
6.9,207.69803159166403,39.52731260168711
7.0,149.6350309788188,45.8264549552282
7.1,102.0060786147536,50.390285090035704
7.2,67.09398430597618,53.16113476702691
7.3,43.20990658321024,54.47669617809029
7.4,27.643455523291742,54.740751456085086
7.5,17.71261545066302,54.3191947769924
7.6,11.41497034574774,53.47446012747385
7.7,7.432087257041796,52.37712132246403
7.8,4.894078122924912,51.13864035758384
7.9,3.2657205334284902,49.82701846937033
8.0,2.207321135135972,48.485143891817174
8.1,1.5127314182631733,47.13859705530289
8.2,1.0502919666908705,45.803423184346876
8.3,0.7392292270830825,44.48903989306097
8.4,0.5269208601514461,43.20125582881987
8.5,0.38050936382985356,41.94329562883601
8.6,0.2781554694817279,40.716971153125854
8.7,0.20583032567662168,39.52308372080502
8.8,0.15411767638732396,38.361847093510775
8.9,0.11671032833586513,37.23308942942373
9.0,0.08938740330333265,36.136382004071116
9.1,0.06919481943452106,35.071154049775465
9.2,0.05413144751311091,34.036731366209544
9.3,0.04278373848193039,33.0323853262771
9.4,0.03414720893239314,32.0573579502822
9.5,0.02751928717875523,31.110874572250157
9.6,0.022386145831927606,30.192159186197294
9.7,0.01837438615191437,29.300440883073954
9.8,0.015215290841216141,28.434957806248146
9.9,0.012708091922474983,27.5949616623252
10.0,0.010701183218708873,26.77971977655471
10.1,0.009083810029593655,25.98851576891393
10.2,0.007771890840397449,25.22065101217
10.3,0.006699931664941904,24.475444816423092
10.4,0.005817831961953931,23.752234460395865
10.5,0.005088053413520058,23.05037510158195
10.6,0.00448099321504013,22.369240281286054
10.7,0.003973144619962923,21.708221025952362
10.8,0.003545557116950484,21.066725345227862
10.9,0.003183833169348031,20.444178228682258
11.0,0.0028766902732220625,19.840020901794897
11.1,0.0026148282694904066,19.253711854340512
11.2,0.002390786375574449,18.684725359760566
11.3,0.002198244960970907,18.132550298665038
11.4,0.0020320255472518465,17.59669015883246
11.5,0.0018880908080646595,17.07666303520985
11.6,0.0017634726773635128,16.57200153396351
11.7,0.0016553540885865638,16.082251956373355
11.8,0.001561414729098773,15.606974521065617
11.9,0.0014797392313757995,15.145741933389122
12.0,0.0014087010308238813,14.698139117168061
12.1,0.0013469623657798458,14.263763214702038
12.2,0.0012934597488859076,13.842223403004061
12.3,0.0012472457908978833,13.43313988736686
12.4,0.001207555322391791,13.036145708769485
12.5,0.0011737331078101939,12.650884290492233
12.6,0.0011452072958975969,12.277008933628919
12.7,0.001121489419700445,11.914182817086884
12.8,0.0011021743965671238,11.562078997586998
12.9,0.0010869405281479585,11.220380409663635
13.0,0.0010755407772859234,10.888779571048339
13.1,0.0010677409725900547,10.56697753187662
13.2,0.0010633670834991932,10.254685883605928
13.3,0.0010622814796269722,9.951624272691172
13.4,0.0010643753746887939,9.657520017391345
13.5,0.001069568826501829,9.372108107769504
13.6,0.0010778107369850175,9.095131205692757
13.7,0.0010890788521590684,8.82633964483229
13.8,0.0011033797621464588,8.56549143066337
13.9,0.0011207480779564277,8.312351110748665
14.0,0.001141235355903216,8.066689779874553
14.1,0.001164911199909715,7.8282884609923125
14.2,0.0011918699872494592,7.5969339372819995
14.3,0.0012222309918557303,7.372418560371188
14.4,0.0012561383843215509,7.154540250335001
14.5,0.0012937612318996902,6.943102495696077
14.6,0.001335293498502659,6.7379143534246
14.7,0.001380954044702715,6.538790448938275
14.8,0.0014309866277318636,6.345550976102331
14.9,0.001485659901481843,6.158021697229562
15.0,0.0015452689678210312,5.976033872271119
15.1,0.0016102538743650032,5.799418680632084
15.2,0.0016809713219188378,5.628017296838984
15.3,0.0017577371500997906,5.4616794312240495
15.4,0.0018409395258331804,5.300258276115113
15.5,0.0019310389433523944,5.143610505835598
15.6,0.002028568224198889,4.991596276704525
15.7,0.002134132517222182,4.844079227036513
15.8,0.0022484092985798703,4.7009264771417705
15.9,0.0023721483717375966,4.5620086293261135
16.0,0.0025061718674690855,4.427199767890945
16.1,0.0026513742438561186,4.29637745913327
16.2,0.00280872228628857,4.169422751345679
16.3,0.0029792551074643296,4.0462201748163755
16.4,0.0031640841473894064,3.9266577418291457
16.5,0.0033643931733778605,3.8106269466633695
16.6,0.003581438280051792,3.69802276559404
16.7,0.003816590286096586,3.5887435566215555
16.8,0.004071902602052134,3.482690169016293
16.9,0.004348946577866529,3.3797689680982583
17.0,0.004649309022002766,3.279889351017588
17.1,0.0049748960027188325,3.182962855700536
17.2,0.005327932848067739,3.0889031608494624
17.3,0.005710964145897538,2.997626085942824
17.4,0.006126853743851292,2.909049591235195
17.5,0.006578784749367107,2.823093777757248
17.6,0.0070702595296780624,2.739680887315769
17.7,0.00760509971181231,2.6587353024936484
17.8,0.008187446182592985,2.580183546649881
17.9,0.008821759088638335,2.5039542839195676
18.0,0.009512817836361388,2.429978319213926
18.1,0.010265721091970596,2.3581885982202593
18.2,0.011085886781469084,2.2885202074019984
18.3,0.011979090161068634,2.2209103633351344
18.4,0.012953343977458705,2.1552980740646324
18.5,0.014016019729115071,2.0916251343864944
18.6,0.015174468444503125,2.029835227220214
18.7,0.016437376236788925,1.9698734126532946
18.8,0.017814764303839485,1.911686127941241
18.9,0.019317988928222247,1.8552211875075766
19.0,0.020959741477205578,1.8004277829438255
19.1,0.022754048402758627,1.747256483009525
19.2,0.024716271241550812,1.6956592336322256
19.3,0.02686310661495278,1.6455893579074787
19.4,0.029212586229035466,1.5970015560988526
19.5,0.031784076874571084,1.549851905637916
19.6,0.03459828042703241,1.50409786112425
19.7,0.03767723384659216,1.459698254325454
19.8,0.041046785514234234,1.4166130711925609
19.9,0.04473864508722396,1.3748034329840477
20.0,0.04878007194229505,1.3342324735877815
20.1,0.053203015132300004,1.2948642950506495
20.2,0.05804475632151923,1.2566639024184103
20.3,0.06334790978566135,1.219597203735691
20.4,0.06916042241186193,1.1836310100459955
20.5,0.07553557369868596,1.1487330353916934
20.6,0.08253197575612457,1.1148718968140316
20.7,0.09021357330559773,1.0820171143531272
20.8,0.0986496436799533,1.0501391110479668
20.9,0.10791479682346489,1.0192092129364152
21.0,0.11808897529183879,0.9891996490551975
21.1,0.12925745425220572,0.9600835514399189
21.2,0.14151213740893828,0.9318349356907133
21.3,0.15497596085320317,0.9044284087883457
21.4,0.16976180597894233,0.877839875627407
21.5,0.18599041528966995,0.8520460884862198
21.6,0.2038038633347993,0.8270244159590242
21.7,0.22336555670964442,0.8027528429559746
21.8,0.24486023405542154,0.7792099707031374
21.9,0.2684939660592447,0.7563750167424965
22.0,0.29449415545413254,0.7342278149319474
22.1,0.3231095370189996,0.7127488154453026
22.2,0.3546101775786617,0.6919190847722889
22.3,0.3892874760038408,0.6717203057185447
22.4,0.42745416321115304,0.6521347774056263
22.5,0.4694443021631169,0.6331454152710028
22.6,0.515614478553276,0.6147357478615731
22.7,0.5664312654464844,0.5968897378567881
22.8,0.6223509852068124,0.5795922415943945
22.9,0.6838454272041093,0.5628288172746367
23.0,0.7514706840435518,0.5465855074541084
23.1,0.8258671515656305,0.5308488390457556
23.2,0.9077595288461504,0.5156058233188762
23.3,0.9979568181962541,0.5008439558991169
23.4,1.0973523251623818,0.48655121676847846
23.5,1.206923658526315,0.4727160702653101
23.6,1.3277327303051276,0.4593274650843151
23.7,1.46092575575124,0.4463748342765459
23.8,1.607733253352387,0.4338480952494064
23.9,1.769470044831595,0.4217376497666532
24.0,1.9475432816728113,0.41003438395648595
24.1,2.1437870188000296,0.3987297460376146
24.2,2.3599854192058096,0.387815958895656
24.3,2.5980237951142957,0.3772859282471814
24.4,2.86011562280416,0.3671332130691396
24.5,3.148802542608654,0.3573520255988542
24.6,3.466954358915579,0.3479372313340259
24.7,3.8177690401672364,0.33888434903273174
24.8,4.204772718860595,0.3301895507134235
24.9,4.631819691547027,0.3218496616549311
25.0,5.103092418832645,0.31386216039645853
25.1,5.623101525377912,0.30622517873758776
25.2,6.196685799898036,0.2989375017382756
25.3,6.829012195162617,0.29199856771885585
25.4,7.525722357955774,0.2854089858366649
25.5,8.294068272714355,0.2791738078603478
25.6,9.140884981075128,0.27329436942911756
25.7,10.073823659620896,0.2677736134864707
25.8,11.101769285987537,0.2626176924106417
25.9,12.234840638863696,0.2578359680146041
26.0,13.484390297991272,0.2534410115460693
26.1,14.863004644164842,0.2494486036874877
26.2,16.384503859232037,0.24587773455604803
26.3,18.063941926093733,0.24275060370367713
26.4,19.9176066287032,0.24009262011704088
26.5,21.96301955206726,0.23793240221754314
26.6,24.218936082245328,0.23630177786132656
26.7,26.70534540634996,0.2352357843392721
26.8,29.444552772001924,0.23484669939102468
26.9,32.46287405116441,0.2352780912589189
27.0,35.78810134987014,0.23646836217404563
27.1,39.451733693954,0.23840971833294253
27.2,43.489085844003256,0.24115831091341586
27.3,47.93928829535834,0.24483423607454163
27.4,52.84528727811181,0.2496215349566646
27.5,58.25384475710937,0.255768193681399
27.6,64.21553843194916,0.2635861433516284
27.7,70.78476173698117,0.27345126005150355
27.8,78.01972384130953,0.2858033648464474
27.9,85.98244964878945,0.301146223783149
28.0,94.73877979803032,0.32004754788956935
28.1,104.35742494935023,0.3432541194152828
28.2,114.90294251441951,0.3732575658821675
28.3,126.47823675080673,0.4100431168854292
28.4,139.18542024498078,0.45417731059319544
28.5,153.11198176221876,0.5082199867379296
28.6,168.3307862466027,0.576724286616421
28.7,184.90007482102058,0.6662366530897815
28.8,202.86346478716936,0.785296830583472
28.9,222.24994962554786,0.9444378650872495
29.0,243.01143881738003,1.1603631348630243
29.1,264.9659508717283,1.4608972713409814
29.2,288.181853426682,1.8607199847720148
29.3,312.17116104390027,2.4143642695743726
29.4,335.79568386374063,3.222398983122171
29.5,357.267027605265,4.431428845745451
29.6,374.1465935662336,6.234094440729956
29.7,383.34557862310913,8.869072214317358
29.8,380.8947619562983,12.629055580548364
29.9,361.9001121077241,17.804359863517757
30.0,324.29405790444673,24.38012217237395
30.1,270.5184719168752,31.89734214338849
30.2,209.3995215953948,39.34091420963001
30.3,150.99815588687915,45.6989049087122
30.4,103.17030603731082,50.296581186707684
30.5,67.81794261654923,53.12212452671715
30.6,43.72925250133051,54.463572390828844
30.7,27.937906160389186,54.756006575767714
30.8,17.903325555767754,54.345968808729104
30.9,11.538095063734557,53.50854563263442
31.0,7.50889525697549,52.41574338604799
31.1,4.94192083387188,51.17961116180412
31.2,3.296253387935839,49.86886590306257
31.3,2.2271841120300357,48.527036089868155
31.4,1.5255580284138952,47.1801132959359
31.5,1.0588444058232866,45.84422999642034
31.6,0.7448517474191585,44.52900503643157
31.7,0.5308027416670055,43.240251342473684
31.8,0.38310309852268437,41.98130077954184
31.9,0.2799873902436659,40.75394711524328
32.0,0.20708364323341485,39.55904019434355
32.1,0.1550099839259347,38.396786703386695
32.2,0.11734702679482847,37.26702865575316
32.3,0.089839582811665,36.169342167932705
32.4,0.06952784722906687,35.103155242768764
32.5,0.05437120294106632,34.067798903906784
32.6,0.042960770313975306,33.06254299381689
32.7,0.03427992572499948,32.08663003089628
32.8,0.02761636631703441,31.139286229616044
32.9,0.022459397291019572,30.219734374954292
33.0,0.01843008742325781,29.3272034137645
33.1,0.015256738157463179,28.46093125254176
33.2,0.012739275041199535,27.62016886030999
33.3,0.010725342567076638,26.804182960115746
33.4,0.009102107054813654,26.01225676974497
33.5,0.007785249835995713,25.2436909302584
33.6,0.006710083232485115,24.49780422760167
33.7,0.005825657976955659,23.77393341366243
33.8,0.005093765173627068,23.071433170439853
33.9,0.004484820411414414,22.38967605521734
34.0,0.003975641089806649,21.728052828679274
34.1,0.0035473878837528833,21.085971170889902
34.2,0.0031849945621185774,20.462855469939402
34.3,0.002877137111025035,19.858146794947555
34.4,0.0026146559751160656,19.27130220455796
34.5,0.0023900230151824155,18.70179553084999
34.6,0.002197105805085105,18.149115655745643
34.7,0.00203074437864799,17.61276583420465
34.8,0.0018867512296577695,17.09226369422451
34.9,0.0017619113118639436,16.587141236840313
35.0,0.0016536394967877068,16.096944269608656
35.1,0.0015595497360021704,15.621232349471933
35.2,0.001477760199311672,15.15957818156153
35.3,0.0014066478035336984,14.711566470868554
35.4,0.0013448467359439271,14.276793918342483
35.5,0.001291248454276263,13.854869220891374
35.6,0.001244966264040023,13.445412666105602
35.7,0.0012051905641155124,13.048055621993077
35.8,0.0011712786800176203,12.662441668025016
35.9,0.0011426720188565118,12.288224235264359
36.0,0.0011188863079186777,11.925066433737793
36.1,0.0010995115946669245,11.57264105243566
36.2,0.0010842122467403766,11.230630559311972
36.3,0.0010727269519544783,10.898727101284448
36.4,0.0010648466099665856,10.576631676498161
36.5,0.0010603803290966756,10.26405433534976
36.6,0.0010591943497999644,9.960715080982265
36.7,0.001061182897985188,9.666341453211707
36.8,0.001066267264647657,9.380668477416254
36.9,0.0010743958058692593,9.103438664536096
37.0,0.0010855439428184563,8.83440201107362
37.1,0.0010997141617502873,8.573315999093264
37.2,0.0011169360140063649,8.319945596221602
37.3,0.001137266856355459,8.074061923499903
37.4,0.0011607807114499314,7.835442772228703
37.5,0.0011875666063542352,7.603875558726366
37.6,0.0012177394213280569,7.379153217149516
37.7,0.001251440111498933,7.161074076607244
37.8,0.0012888357068622466,6.949441861161125
37.9,0.0013301193122812367,6.744065689825163
38.0,0.001375510107486988,6.544760076565868
38.1,0.0014252533470784335,6.351344930302209
38.2,0.0014796203605223568,6.163645554905625
38.3,0.0015389085521533904,5.981492649200027
38.4,0.0016034414011740238,5.804722306961771
38.5,0.001673671980946183,5.6331718678170075
38.6,0.0017500307754444307,5.466685584527881
38.7,0.0018328619929322458,5.305117442064463
38.8,0.0019225881976431948,5.14832482134825
38.9,0.0020197104367300307,4.9961684942800915
39.0,0.0021248082402646504,4.848512623740262
39.1,0.0022385396212381355,4.705224763588408
39.2,0.00236164107556072,4.5661758586635735
39.3,0.002494927582061816,4.431240244784192
39.4,0.0026392926024900163,4.300295648748061
39.5,0.002795708081513043,4.173223188332401
39.6,0.00296522444671784,4.049907372293798
39.7,0.0031489706086104616,3.930236100368241
39.8,0.003348153960616142,3.814100663271113
39.9,0.0035640603790793586,3.7013957426971444
40.0,0.003798054223263643,3.592019411320508
40.1,0.004051666575782275,3.485872940992689
40.2,0.004327098673381519,3.3828601881978844
40.3,0.004625989477347066,3.282890325528951
40.4,0.004950112336687548,3.185875177785893
40.5,0.005301579763711477,3.0917286725437414
40.6,0.005682843434027339,3.0003668401525228
40.7,0.006096694186543526,2.9117078137372716
40.8,0.006546262023468359,2.8256718291980314
40.9,0.0070350161103102165,2.742181225209831
41.0,0.00756676477587729,2.661160443222726
41.1,0.008145655512277724,2.582536027461769
41.2,0.00877617497491969,2.5062366249270154
41.3,0.009463148982511172,2.432192985393533
41.4,0.010211742517060264,2.360337961411379
41.5,0.011027459723874767,2.2906065083056344
41.6,0.011916143911562706,2.222935684176369
41.7,0.012884520128481371,2.157264501496392
41.8,0.013941363924795436,2.093533897594087
41.9,0.015093932590816475,2.0316875610289453
42.0,0.016350548622186996,1.9716706566147888
42.1,0.01772093267135018,1.9134297060256331
42.2,0.019216203547549725,1.8569125877956942
42.3,0.020848878216829965,1.8020685373193883
42.4,0.022632871802036013,1.7488481468513204
42.5,0.024583497582813252,1.6972033655063077
42.6,0.026717466995607838,1.6470874992593594
42.7,0.029052889633666458,1.598455210945686
42.8,0.03160927324703619,1.5512625202606996
42.9,0.03440752374256562,1.5054668037599965
43.0,0.037469945183902294,1.4610267948593956
43.1,0.04082038390867675,1.4179025707539847
43.2,0.04449074288560976,1.3760550410642614
43.3,0.04851081299137618,1.3354469929349586
43.4,0.05291116861515808,1.2960425860431106
43.5,0.05772793533588128,1.2578068721355389
43.6,0.06300278992221624,1.2207057950288418
43.7,0.06878296033257857,1.1847061906093952
43.8,0.07512122571512751,1.1497757868333576
43.9,0.08207591640776836,1.1158832037266584
44.0,0.08971091393814912,1.0829979533850151
44.1,0.0980956510236646,1.0510904399739178
44.2,0.10730511157145159,1.0201319597286407
44.3,0.11741983067839279,0.9900947009542347
44.4,0.12852589463111724,0.9609517440255244
44.5,0.14071494090599643,0.9326770613871203
44.6,0.15409777421677198,0.9052453379234784
44.7,0.16880238462266306,0.8786321451352725
44.8,0.18494539017229056,0.8528142493482055
44.9,0.20266466827870455,0.8277690401916397
45.0,0.22212016526319162,0.8034745181155001
45.1,0.2434938963552791,0.7799092943902662
45.2,0.26698994569273704,0.7570525911069736
45.3,0.2928344663215703,0.7348842411772171
45.4,0.32127568019603064,0.7133846883331431
45.5,0.35258387817860476,0.6925349871274588
45.6,0.387051420040021,0.6723168029334273
45.7,0.42499273445924945,0.6527124119448672
45.8,0.46674431902349717,0.6337047011761554
45.9,0.5126647402282162,0.6152771684622225
46.0,0.5631770603828181,0.5974138274613143
46.1,0.618785067633921,0.5800993157490537
46.2,0.6799488897831028,0.5633191775117179
46.3,0.7472098614322743,0.5470594556502122
46.4,0.8211960950855531,0.5313066762491931
46.5,0.9026224811492372,0.5160478485770765
46.6,0.9922906879318337,0.5012704650860315
46.7,1.0910891616440261,0.4869625014119832
46.8,1.1999931263987016,0.47311241637461243
46.9,1.3200645842109606,0.4597091519773521
47.0,1.4524523149980735,0.4467421334073938
47.1,1.5983918765795146,0.4342012690356832
47.2,1.7592056046769469,0.42207695041692117
47.3,1.9363026129142278,0.41036005228956435
47.4,2.1313767565080175,0.39904196462863334
47.5,2.346366335107533,0.38811481102349904
47.6,2.583106928763723,0.3775714343686686
47.7,2.8437622047175557,0.36740534048146384
47.8,3.130832098306822,0.35761069795017886
47.9,3.447152812966223,0.34818233813407706
48.0,3.795896820227273,0.3391157551633954
48.1,4.180572859718323,0.33040710593934197
48.2,4.6050259391645785,0.32205321013409605
48.3,5.073437334388063,0.31405155019080927
48.4,5.590324589307808,0.3064002713236025
48.5,6.1605415159395145,0.29909818151757034
48.6,6.789278194395737,0.2921447515287788
48.7,7.482070224314643,0.2855401496686406
48.8,8.245936913781104,0.2792890499733376
48.9,9.088033543239842,0.2733941747216748
49.0,10.015829178468115,0.26785774968344267
49.1,11.03805163699648,0.2626853242966123
49.2,12.164687488108681,0.2578857716673361
