Time_days,Parameter,S1,pval
4,gammaTreg,1.2457845400149352e-10,0.040095043930018615
6,gammaCR,0.596539407294822,0.0
6,CRmax,0.2282745469747481,0.0012416728532230747
6,gammaC,0.09770694627006328,1.847371366991979e-09
6,gammaS,0.08812192164631519,0.0008561771830531972
6,deltaC,0.061997860729531395,5.551115123125783e-16
6,p1,0.050122425312882316,0.007051441017413507
6,p2,0.0089539808033193,0.003395453199799836
6,Cmax,0.004900471120472511,1.1615306938494996e-08
6,r2,0.0015430908520254853,3.211875210240578e-13
6,deltaCk2,0.0003874677324772275,0.0027555120607568595
6,muC2,0.00021868597028099193,0.0009837812090687237
6,k4,0.00018505808950686377,4.772160660115876e-05
6,deltaTc,0.0001032414428115775,0.0024919606394760985
6,k6,8.078916233021661e-05,0.006203290618865376
6,betaTh1CK2,6.884942770112119e-05,0.00012781464003064347
6,deltaTh1,6.05517894211883e-05,7.4342074207423e-05
6,deltaCk3,5.473864250747499e-05,9.402034617522759e-08
6,deltaCk1,5.127727737172415e-05,0.010329887382824143
6,deltaCR,4.233298461573801e-05,1.401746052565045e-09
6,lambdaTh1,4.212036412011849e-05,4.1444625509257094e-13
6,gammaTh1,4.035763599017981e-05,0.000167978005375935
6,deltaM1,3.854876247450239e-05,7.183906947094698e-08
6,lambdaTc4,3.802760046483563e-05,2.8299019687594296e-06
6,r1,3.544367068311707e-05,2.8811845290799276e-05
6,k9,3.0310451915031512e-05,0.01283621738477636
6,gammaTc,2.7583715331473333e-05,2.1771661284919475e-07
6,muTh1Ck3,2.092927200441354e-05,6.880148564203381e-07
6,deltaTh2,2.023528870887678e-05,0.002563924035887566
6,muS,1.9127973594866143e-05,4.671409455925257e-07
6,betaTh1CK3,1.7581683170747963e-05,0.013542220839522723
6,lambdaTh2,1.412396259779311e-05,0.048078146732933424
6,k1,5.473293188082418e-06,0.025444590984720072
6,muC1,5.421764187096692e-06,0.008815141851361452
6,betaTh2,5.121482270432123e-06,1.9373353443485897e-05
6,gammaTh2,4.625901424102243e-06,0.009417522446234394
6,k3,4.463238612502745e-06,4.728395452957557e-11
6,lambdaTc1,3.7612155258665892e-06,0.00014863861149505553
6,muM1Ck2,3.151813356187109e-06,0.00017848410463594533
6,betaTc,2.950994223809875e-06,0.0008461296952434472
6,k7,2.2069826125469913e-06,0.02423805547434843
6,deltaM2,1.6452202734415353e-06,0.03770683885238535
6,deltaTreg,1.2790267391682185e-06,0.03445357017092421
6,mS,1.1185707414198959e-06,0.003283478455983646
6,k5,8.26081574854699e-07,9.276533677549104e-06
6,tck,4.887227447170515e-08,0.006218155756960941
6,ktc3,3.7067990977917036e-08,0.0006715903154045355
6,ktc1,2.5373630994400137e-08,7.848380723096682e-09
6,deltaS,3.6720218547167167e-09,0.0013702680683200796
6,k10,1.115258423477326e-09,0.00015317237807399575
6,muM2Ck1,9.120532117386262e-10,0.005591025441869735
6,muSR,1.3646523567896948e-10,0.003945074742748966
6,k2,1.3317496776670132e-10,0.004173215440698375
6,gammaM2,1.211033872445948e-10,0.028644417989865167
10,gammaCR,0.5430211272923955,5.421159016139043e-07
10,CRmax,0.3131058055664375,0.01462855685558162
10,deltaTc,0.10764101811032137,0.0028348480311858326
10,lambdaTh1,0.10720017606318202,0.0015171883316605905
10,deltaM1,0.08790366536480675,7.946751347387426e-05
10,deltaCk1,0.08548305742507445,0.0005668515327439394
10,deltaTh2,0.08217366182489597,0.004576808723828152
10,deltaTh1,0.07914535075249399,1.368463314377344e-05
10,p2,0.07633325280301936,4.4146820335710935e-05
10,deltaM2,0.07567063114971488,1.426793523329195e-07
10,r2,0.07392602054305226,0.02336174279221548
10,muM1Ck2,0.07112538134674494,0.0026297221303065443
10,ktc1,0.06639194190663482,0.0017739708338437854
10,lambdaM1,0.06168327266947674,8.346248306900783e-05
10,lambdaTc4,0.061456591290169484,0.0014713693231119818
10,p1,0.059067331675874836,0.00020767329543758262
10,gammaTc,0.057755282438946474,0.0002361483876043291
10,deltaTreg,0.0551520123236241,0.00028901660477853586
10,gammaS,0.05498806431341925,0.0006875686039985451
10,deltaCk3,0.053984301485750875,0.004781935352035971
10,r1,0.05249182123210516,0.0035632541808022777
10,mC,0.049679387902470576,0.003089593828265458
10,muM2Ck1,0.04837329747955127,0.006718804115621757
10,gammaTh1,0.04829376212176835,0.0031549170677290794
10,muC2,0.04729240428052001,3.836742035190355e-11
10,k9,0.045059153944754085,0.003073640501001007
10,lambdaTc1,0.043757264955924954,6.234755392531266e-05
10,lambdaM2,0.04367767528787987,0.03355368836380512
10,betaTh1CK2,0.04354345435336327,0.018147003406075557
10,muTh1Ck3,0.04248561776759972,1.1431712486742462e-05
10,gammaTh2,0.04203178768155749,0.005955929269074733
10,k11,0.04133410705736902,0.021235992965305983
10,lambdaTc3,0.03850967582003928,0.03529176643730447
10,gammaC,0.03699650120854649,0.0029528741732209873
10,tck,0.03458937542812089,0.029456142880493252
10,lambdaTh2,0.03439256060718633,0.013171559134199318
10,deltaC,0.03417040132693229,0.02026753079849275
10,mS,0.03385505969595126,0.031016866304455326
10,gammaTreg,0.03351328458161781,0.0031299073444880365
10,Cmax,0.030932230038317576,0.00586689081385916
10,muC1,0.029091903073562596,0.0007263635709375826
10,deltaCk2,0.0287810608272136,0.0011198131624816643
10,lambdaTc2,0.02619883175492101,0.027774578151266716
10,k3,0.022731856330322698,0.008416131639476632
10,betaM2,0.02157503538516308,6.5182736271873765e-06
10,muTh1Ck1,0.021368961825323746,0.0028220322726578706
10,k8,0.021304478405598553,0.017846927408442403
10,muS,0.015096046543091903,0.034947314582995936
10,k1,0.014372224265922277,0.03496736568619441
10,deltaS,0.013920425757364633,0.0002829171124136831
10,k2,0.012513262846897941,0.04841486348787438
10,muTregCk1,0.009686603117427663,0.00019785862318688618
10,k6,0.00034082097141503547,0.010757381909489605
10,ktc4,0.00013601592269892222,1.022825261209892e-05
10,k4,8.939805072854884e-05,2.243044453120735e-05
10,deltaCR,4.6598517367605934e-05,6.70049263183925e-05
10,betaTh2,7.453628740310756e-06,0.004395962314064472
10,gammaM2,3.061420347244573e-06,0.01071662360943959
10,k5,7.957700722761398e-07,0.03082379047889805
10,k10,5.985211143033941e-07,0.04492578694199012
10,gammaM1,5.206628996281401e-07,0.016803746671865127
10,lambdaTreg2,8.836291513256233e-08,0.04580246140385036
10,muSR,6.319341198214277e-09,0.027801581712740275
10,muTcS,4.90207932105087e-09,0.03628523720794152
100,deltaM1,0.9669820291219844,0.0
100,Cmax,0.9143810207298367,0.0
100,muC2,0.8779847109184512,4.440892098500626e-16
100,p2,0.8649895626821031,0.0
100,lambdaTc4,0.8571258051305799,9.914957743717423e-12
100,gammaM1,0.8192614345598639,2.523917741470427e-10
100,k5,0.8162273915261506,1.3501222362322096e-09
100,CRmax,0.7879800827400901,7.341877957811604e-07
100,muC1,0.7837588002990734,6.050126784007404e-07
100,lambdaTh1,0.7823477456334753,1.1259804200136614e-09
100,k1,0.7761111619044554,1.455716658327333e-10
100,k4,0.7548977458124698,2.2334358518172337e-07
100,lambdaTc1,0.738437571738478,1.9373027349001148e-07
100,gammaC,0.735937506029479,3.276829716458707e-07
100,muM1Ck2,0.7346515237982054,6.227948059489563e-07
100,ktc4,0.7343163030859156,4.0164371828410594e-09
100,deltaCk1,0.7258674302990915,6.661338147750939e-16
100,deltaCk3,0.724594334291661,7.351896869067787e-13
100,gammaS,0.6876799363509931,2.627404960264812e-10
100,p1,0.6778601051406327,2.6563318351602305e-06
100,deltaCk2,0.6636268957197453,1.4241077381571543e-05
100,k6,0.6598926917066379,9.875450812013575e-05
100,gammaCR,0.6511051352596378,7.414854741971677e-05
100,deltaTh1,0.6464065347933771,2.3510955557304314e-05
100,muTh1Ck3,0.6350388695842908,0.0003892431147153319
100,betaTc,0.6288308822311842,2.9961778372000758e-05
100,gammaTh2,0.6285300912919268,1.0797841176746203e-08
100,deltaCR,0.6237584061163056,0.0001418922408269463
100,r1,0.6197837251424757,3.0070663370462825e-07
100,k7,0.614867261819005,3.028710354846531e-06
100,betaTh1CK3,0.6084101519131585,0.0007732486027840491
100,muS,0.5986190222666643,0.00044755122710293804
100,muTcS,0.5981061038518855,0.0018047438804735805
100,gammaM2,0.5869930712678931,0.00022265245346386742
100,lambdaTh2,0.5669101798468077,0.0006858041070219034
100,deltaTc,0.5556769060591376,0.0008749146820955511
100,gammaTh1,0.542059804289265,0.00021634191685371285
100,tck,0.5410862995147544,3.1828700786107333e-09
100,betaTh1CK2,0.5348129187554453,1.734896730187785e-05
100,gammaTc,0.528748312457063,0.00043661975351072524
100,k8,0.5265000653284744,0.0010258252199575324
100,k10,0.5261685522877231,0.0006496234960543523
100,deltaTreg,0.5179937786720641,0.002677425772395825
100,mC,0.49684895027346754,0.003760345337881721
100,k9,0.4926940896306558,0.0003083176149847322
100,k3,0.49247340053512634,0.003493736340575926
100,betaTh2,0.4902246648167182,0.0008692879398563003
100,lambdaM1,0.48912892348756964,0.0020276074998136773
100,deltaS,0.48776102472685035,0.004313773353725736
100,ktc3,0.482993070729807,0.002641946828478625
100,k2,0.4772348063687034,0.006644043937250932
100,deltaM2,0.47689198984892495,0.0024283966940064072
100,mS,0.47094083237329665,0.0009743637149445261
100,deltaC,0.46805495391854784,0.008258053548532152
100,lambdaTreg2,0.4508421736223541,0.007287944705970162
100,lambdaTc3,0.4440373528226543,0.008492576799945084
