Time_days,Parameter,S1,pval
2,gammaC,0.565799596950303,4.773959005888173e-15
2,gammaS,0.19635376389915124,5.361663958369789e-07
2,Cmax,0.11546297331977365,6.000910127701431e-07
2,p1,0.11411502155294917,0.00011654013416251274
2,deltaC,0.06250878395831379,6.341810339205445e-06
2,mC,0.014307187441431979,0.0012793622443523223
2,p2,0.009741652640373836,0.005451086627840773
2,deltaCk2,0.0008664213247594641,0.0005161096077370697
2,k4,0.0008639033579488952,4.087327400936758e-05
2,muC2,0.000557201219225769,0.025749850484487413
2,betaTh1CK2,7.190120038669079e-05,1.4764411371936959e-05
2,muS,5.8024933436574575e-05,0.00032125960829054723
2,deltaTc,4.999043784259832e-05,0.0030335410810059527
2,deltaTh1,4.9513475061040675e-05,0.00019024346552398708
2,r1,4.092074298195009e-05,0.017859251834046574
2,lambdaTh1,3.985112385652873e-05,0.008934066316775846
2,deltaCk1,3.655317487218699e-05,0.0017781939260607116
2,k1,3.545010509904402e-05,1.1488834567030537e-06
2,deltaCk3,2.0034636761090834e-05,0.0024262279805812303
2,gammaCR,1.7240826677113304e-05,0.004437819752031502
2,deltaM1,1.7036304409992054e-05,0.011205307661679043
2,lambdaTc4,1.1985511417773483e-05,0.001559301770668542
2,betaTc,5.955553838024148e-06,0.04488416803740913
2,k3,5.838835729576794e-06,0.0013378381921751448
2,muC1,5.508346806001356e-06,0.0006820709348595022
2,gammaTc,5.032166897947191e-06,3.694761228856258e-06
2,k9,2.089862157138778e-06,0.006384579361484954
2,CRmax,1.5832310565459959e-06,0.012866204018024852
2,muTh1Ck3,1.3932547083364666e-06,0.015506895505345453
2,betaTh1CK3,3.9735629811280914e-07,9.517718825979848e-05
2,tck,3.9647081197505767e-07,0.000843262027803382
2,ktc1,1.9380050622604327e-07,3.7755802457795085e-06
2,ktc3,1.7921660566422794e-07,0.009543284912593819
2,deltaTh2,1.337077750561504e-07,0.02250937185320434
2,muM1Ck2,7.142642438310815e-08,0.0024917852473742563
2,betaTh2,5.1471756344164046e-08,0.016050424699103893
2,k7,3.097646907523276e-08,0.02236838763351512
2,r2,1.729738046055267e-08,0.021278456674669655
2,deltaS,1.1853272880574437e-08,0.00010744421037089946
2,lambdaTh2,9.274915471049994e-09,0.020248860821634684
2,betaTreg,3.153039299374533e-09,3.110509627646252e-10
2,mS,2.333670654705509e-09,6.423476492933844e-07
2,deltaTreg,2.0218930684055868e-09,0.003478221302843143
2,k6,1.2513306871601976e-09,0.03874171464540832
2,deltaCR,8.959443909528283e-10,0.023826753232257802
2,deltaM2,2.3540866805318957e-10,1.0476032656914214e-06
2,k5,1.4150678214761837e-10,0.04691148770427489
4,gammaC,0.6912503551264589,0.0
4,Cmax,0.18766106379359487,0.0005281147050717472
4,deltaC,0.15196640709502166,0.003674498577702301
4,gammaS,0.12262610170000605,0.0006558177243173313
4,p1,0.10061266860315124,4.378191195364423e-06
4,mC,0.02095376030660356,0.0027815580075674085
4,p2,0.007666364248333854,2.3034872065341716e-07
