Time_days,Parameter,S1,pval
100,muTcTreg,1.0548865419431514e-05,0.0070150033537875744
100,k11,1.514805790416793e-08,0.007709854667917959
600,gammaTh1,0.9999033935558469,0.0
600,deltaCR,0.9989418470772634,0.0
600,tck,0.9958912889992426,0.0
600,gammaS,0.9846889911041763,0.0
600,gammaCR,0.980136729376447,0.0
600,p1,0.9077825338052938,0.0
600,k10,0.8980380192611533,0.0
600,muS,0.8423625487395836,2.982092350833909e-11
600,deltaCk1,0.824920876082928,3.5105841567073526e-09
600,lambdaTh1,0.7851738727145502,3.4211812878215397e-06
600,k1,0.7690287672418665,2.2727884753881433e-05
600,deltaM1,0.7556907165026594,2.8343743276870725e-05
600,lambdaM1,0.7424648265829695,1.2184697695261093e-12
600,k3,0.7170858632081233,2.7211310982266923e-07
600,deltaCk3,0.7040100009683474,0.0017305677567689415
600,lambdaTc4,0.7004026860939385,0.0015781893026469707
600,deltaTh2,0.6755325066075389,5.18658005432826e-10
600,muC1,0.6747740469194721,5.377398328842986e-07
600,betaTh2,0.6600736807690155,0.0
600,muM1Ck2,0.6573702204766819,6.649766762334419e-05
600,deltaC,0.652699936285468,5.244057185160855e-06
600,deltaTc,0.6511359666869682,2.6170477435139006e-05
600,muC2,0.6379199988195324,5.551115123125783e-16
600,gammaTc,0.6212321203382266,4.969259454978836e-05
600,lambdaTh2,0.5991923531350573,0.00013822560997600597
600,betaTc,0.5969314984125738,0.0002375119457644903
600,lambdaTc1,0.5896615624886504,0.00032540181428264425
600,lambdaTreg2,0.5752100993583934,0.00794938403196066
600,ktc1,0.5508772101930406,0.0054313845387718995
600,lambdaM2,0.5455567750398732,0.005555992369293938
600,k6,0.5307243409693106,0.0028023683862509197
600,betaTh1CK3,0.5302463450112639,0.0013709650001497709
600,betaTh1CK2,0.5294099948345882,0.008727706701242677
600,deltaTh1,0.5200432747584902,0.00311284040780202
600,k5,0.5073452094672122,0.011103059187859032
600,deltaTreg,0.507098467801303,0.005406448217543325
600,betaTreg,0.5019418736062815,0.016034881221993147
600,p2,0.4903495755131823,0.016288168757638388
600,CRmax,0.48716540157202776,0.010369589965137593
600,gammaTh2,0.47467889506235533,0.017715084529822067
600,k9,0.47374303886445324,0.004490744660502366
600,mC,0.4686376611615068,0.023756742840486234
600,ktc4,0.45167672520884183,0.00010735536861850026
600,deltaM2,0.4506460178022505,0.02242320301633771
600,k4,0.42096339903642527,0.03826832747970532
600,r2,0.39289095060032736,0.008012492594282716
600,Cmax,0.3610849850217477,2.0500933672784605e-05
600,deltaCk2,0.34064110454489754,7.797774269935331e-05
600,muTh1Ck3,0.29981024598878947,0.04663976593645436
600,gammaM2,0.29897123690112853,0.004785230963080367
600,muM2Ck1,0.19938820638921498,0.0378737331970731
600,deltaS,0.1626053789991456,0.048917474869083266
600,muSR,0.0005541268458998408,0.006829434833526604
600,muTcS,2.3747040199569762e-05,0.011981337971318173
600,lambdaTc2,2.165056916475921e-05,0.01379365057810622
600,muTregCk1,1.937073874421252e-05,0.02260679512386876
600,muTcTreg,2.719420362575708e-06,0.0
600,k11,4.84015445034153e-08,0.0071606421260818065
